"","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"168",95129,"Bronx","A",9,"Donuts","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-10-03
"169",87538,"Bronx","A",12,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-09-28
"170",65992,"Manhattan","B",15,"American","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2017-02-24
"171",134921,"Brooklyn","A",7,"Indian","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2013-10-03
"172",94041,"Bronx","B",20,"Indian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-06-16
"173",164437,"Queens","A",5,"Spanish","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2016-11-17
"174",108165,"Brooklyn","A",9,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-04-02
"175",180712,"Queens","A",13,"Donuts","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2016-04-30
"176",54896,"Manhattan","B",24,"Spanish","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-02-26
"177",145696,"Brooklyn","A",7,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-02-05
"178",164301,"Queens","A",12,"Hamburgers","''''Wash hands sign not posted at hand wash facility.",2015-12-29
"179",28574,"Manhattan","A",11,"Japanese","Hot food item not held at or above 140º F.",2016-04-29
"180",39700,"Manhattan","C",33,"Delicatessen","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-09-10
"181",20419,"Manhattan","A",12,"Café/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-08-17
"182",110170,"Brooklyn","A",12,"Café/Coffee/Tea","Wiping cloths soiled or not stored in sanitizing solution.",2015-11-04
"183",150550,"Brooklyn","A",13,"Pizza","Hot food item not held at or above 140º F.",2017-03-06
"184",114340,"Brooklyn","A",11,"Caribbean","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",2016-06-20
"185",24033,"Manhattan","A",3,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-03-10
"186",39014,"Manhattan","A",12,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-07-27
"187",114760,"Brooklyn","A",10,"Chinese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-06-24
"188",143571,"Brooklyn","A",13,"Bakery","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2017-06-30
"189",93868,"Bronx","A",12,"Indian","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-10-04
"190",70714,"Manhattan","A",11,"Asian","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-12-13
"191",187560,"Queens","B",21,"Spanish","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-04-21
"192",3461,"Manhattan","B",23,"Asian","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-12-08
"193",136597,"Brooklyn","A",10,"Jewish/Kosher","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-01-19
"194",168033,"Queens","A",9,"Thai","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2014-11-06
"195",51738,"Manhattan","A",12,"Italian","Proper sanitization not provided for utensil ware washing operation.",2016-04-23
"196",151136,"Brooklyn","A",12,"Bakery","Food Protection Certificate not held by supervisor of food operations.",2014-11-13
"197",102371,"Queens","A",9,"Mexican","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-05-28
"198",126638,"Brooklyn","C",38,"Café/Coffee/Tea","Hot food item not held at or above 140º F.",2017-08-08
"199",5466,"Manhattan","C",32,"American","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2015-09-17
"200",154062,"Queens","A",13,"Chinese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-02-05
"201",104527,"Queens","A",5,"Italian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-03-05
"202",88302,"Bronx","A",10,"Hamburgers","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2015-03-31
"203",9720,"Manhattan","A",7,"Juice, Smoothies, Fruit Salads","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-01-19
"204",22921,"Manhattan","A",12,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-03-23
"205",89625,"Bronx","A",13,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-04-02
"206",110899,"Brooklyn","A",13,"Italian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-12-03
"207",184152,"Queens","A",7,"Caribbean","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-05-17
"208",179187,"Queens","A",6,"Japanese","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",2017-10-07
