"","X1","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"154",14853,14853,"Manhattan","B",25,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-06-19
"155",157302,157306,"Queens","A",12,"Korean","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-08-15
"156",38232,38232,"Manhattan","A",11,"Sandwiches/Salads/Mixed Buffet","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-08-29
"157",80449,80449,"Staten Island","A",7,"Pizza/Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-06-29
"158",107023,107023,"Brooklyn","A",12,"Pizza/Italian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-09-22
"159",78350,78350,"Staten Island","A",12,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-06-30
"160",119440,119440,"Brooklyn","A",11,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-05-04
"161",152798,152802,"Queens","A",12,"Asian","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-07-14
"162",168989,168993,"Queens","A",7,"Pizza","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-10-29
"163",140288,140288,"Brooklyn","A",11,"Jewish/Kosher","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-01-24
"164",181438,181442,"Queens","A",13,"Creole","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-06-26
"165",100262,100262,"Queens","A",7,"Spanish","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-02-10
"166",157847,157851,"Queens","A",10,"Korean","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2016-09-21
"167",158586,158590,"Queens","A",12,"Pizza","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-06-22
"168",51428,51428,"Manhattan","A",11,"Mediterranean","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-03-30
"169",53130,53130,"Manhattan","C",33,"Pizza/Italian","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2014-07-21
"170",9116,9116,"Manhattan","A",5,"Thai","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-04-29
"171",92570,92570,"Bronx","A",13,"Pizza","''''Wash hands sign not posted at hand wash facility.",2017-08-17
"172",126341,126341,"Brooklyn","A",13,"Chinese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-05-15
"173",83665,83665,"Bronx","A",10,"Pizza","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2013-07-31
"174",79546,79546,"Staten Island","A",7,"Other","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2014-12-10
"175",7899,7899,"Manhattan","A",12,"Australian","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-11-06
"176",1077,1077,"Manhattan","A",12,"Salads","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-05-16
"177",74201,74201,"Manhattan","B",22,"Italian","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2014-11-13
"178",152149,152153,"Queens","A",9,"Korean","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2017-03-08
"179",40152,40152,"Manhattan","A",10,"American","Thawing procedures improper.",2017-05-17
"180",114121,114121,"Brooklyn","A",11,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-02-23
"181",177594,177598,"Queens","C",35,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-02-29
"182",38127,38127,"Manhattan","A",13,"Greek","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-09-20
"183",88525,88525,"Bronx","A",4,"Pizza","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-06-26
"184",110724,110724,"Brooklyn","A",13,"Japanese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2014-10-14
"185",178719,178723,"Queens","A",12,"Sandwiches","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-03-21
"186",147479,147479,"Brooklyn","A",10,"Caribbean","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-10-19
"187",22196,22196,"Manhattan","A",9,"Middle Eastern","Evidence of rats or live rats present in facility's food and/or non-food areas.",2015-04-30
"188",34328,34328,"Manhattan","A",11,"Mediterranean","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-08-21
"189",68734,68734,"Manhattan","A",8,"Japanese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-05-23
"190",49313,49313,"Manhattan","A",12,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-04-24
"191",31990,31990,"Manhattan","A",7,"Mexican","Wiping cloths soiled or not stored in sanitizing solution.",2016-05-19
"192",176701,176705,"Queens","A",13,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-01-26
"193",6830,6830,"Manhattan","B",15,"Chinese","Live roaches present in facility's food and/or non-food areas.",2015-10-30
"194",16484,16484,"Manhattan","A",13,"Greek","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-04-28
"195",147130,147130,"Brooklyn","B",19,"Chinese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-03-20
"196",17816,17816,"Manhattan","A",12,"Chinese","Canned food product observed dented and not segregated from other consumable food items.",2016-05-27
